DanhMuc,CauHoi,CauTraLoi
,Xem đánh bài trong trường mà không báo với đơn vị chức năng bị xử lý gì,"Hình thức xử lý: Lần 1 - Nghiêm khắc phê bình, lần 2 - Khiển trách, lần 3 - Cảnh cáo, lần 4 - Cảnh cáo lần 2, lần 5 - Đình chỉ học tập có thời hạn, lần 6 - Buộc thôi học"
,Xem đánh bài trong trường mà không báo với đơn vị chức năng bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Nghiêm khắc phê bình, lần 2 - Khiển trách, lần 3 - Cảnh cáo, lần 4 - Cảnh cáo lần 2, lần 5 - Đình chỉ học tập có thời hạn, lần 6 - Buộc thôi học"
,Xem đánh bài trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Nghiêm khắc phê bình, lần 2 - Khiển trách, lần 3 - Cảnh cáo, lần 4 - Cảnh cáo lần 2, lần 5 - Đình chỉ học tập có thời hạn, lần 6 - Buộc thôi học"
,Xem đánh bài trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Nghiêm khắc phê bình, lần 2 - Khiển trách, lần 3 - Cảnh cáo, lần 4 - Cảnh cáo lần 2, lần 5 - Đình chỉ học tập có thời hạn, lần 6 - Buộc thôi học"
,Xem đánh bài trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Nghiêm khắc phê bình, lần 2 - Khiển trách, lần 3 - Cảnh cáo, lần 4 - Cảnh cáo lần 2, lần 5 - Đình chỉ học tập có thời hạn, lần 6 - Buộc thôi học"
,Đánh nhau trong trường bị xử lý như thế nào,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đánh nhau trong trường bị xử lý gì,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đánh nhau trong trường bị xử lý ra sao,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tổ chức đánh nhau trong trường bị xử lý như thế nào,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tổ chức đánh nhau trong trường bị xử lý gì,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tổ chức đánh nhau trong trường bị xử lý ra sao,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia tổ chức đánh nhau trong trường bị xử lý như thế nào,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia tổ chức đánh nhau trong trường bị xử lý gì,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia tổ chức đánh nhau trong trường bị xử lý ra sao,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia đánh nhau trong trường bị xử lý như thế nào,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia đánh nhau trong trường bị xử lý gì,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia đánh nhau trong trường bị xử lý ra sao,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Chủ động tấn công người khác trong trường bị xử lý như thế nào,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Chủ động tấn công người khác trong trường bị xử lý gì,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Chủ động tấn công người khác trong trường bị xử lý ra sao,"Tùy theo tính chất và mức độ xử lý từ mức cảnh cáo đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Nhặt được của rơi không liên hệ các bộ phận để trả lại người mất bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Nhặt được của rơi không liên hệ các bộ phận để trả lại người mất bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Nhặt được của rơi không liên hệ các bộ phận để trả lại người mất bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Phát hiện nhặt được của rơi mà không trả lại người mất bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Phát hiện nhặt được của rơi mà không trả lại người mất bị xử lý gì,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Phát hiện nhặt được của rơi mà không trả lại người mất bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Cảnh cáo, lần 2 - Cảnh cáo lần 2, lần 3 - Đình chỉ học tập có thời hạn, lần 4 - Buộc thôi học; Tùy mức độ có thể giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia các hoạt động mang tính chất chính trị trái pháp luật bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Tham gia các hoạt động mang tính chất chính trị trái pháp luật bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Tham gia các hoạt động mang tính chất chính trị trái pháp luật bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Thành lập các hoạt động mang tính chất chính trị trái pháp luật bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Thành lập các hoạt động mang tính chất chính trị trái pháp luật bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Thành lập các hoạt động mang tính chất chính trị trái pháp luật bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,"Tổ chức, tham gia các hoạt động tập thể mang danh nghĩa nhà trường khi chưa được nhà trường cho phép bị xử lý như thế nào","Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,"Tổ chức, tham gia các hoạt động tập thể mang danh nghĩa nhà trường khi chưa được nhà trường cho phép bị xử lý gì","Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,"Tổ chức, tham gia các hoạt động tập thể mang danh nghĩa nhà trường khi chưa được nhà trường cho phép bị xử lý ra sao","Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Tổ chức các hoạt động tập thể mang danh nghĩa nhà trường khi chưa được nhà trường cho phép bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Tổ chức các hoạt động tập thể mang danh nghĩa nhà trường khi chưa được nhà trường cho phép bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Tổ chức các hoạt động tập thể mang danh nghĩa nhà trường khi chưa được nhà trường cho phép bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Tham gia các hoạt động tập thể mang danh nghĩa nhà trường khi chưa được nhà trường cho phép bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Tham gia các hoạt động tập thể mang danh nghĩa nhà trường khi chưa được nhà trường cho phép bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Tham gia các hoạt động tập thể mang danh nghĩa nhà trường khi chưa được nhà trường cho phép bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học"
,Tàng trữ các sản phẩm đồi trụy bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tàng trữ các sản phẩm đồi trụy bị xử lý gì,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tàng trữ các sản phẩm đồi trụy bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Sử dụng các sản phẩm đồi trụy bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Sử dụng các sản phẩm đồi trụy bị xử lý gì,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Sử dụng các sản phẩm đồi trụy bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,"Truy cập, sử dụng các sản phẩm đồi trụy bị xử lý như thế nào","Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,"Truy cập, sử dụng các sản phẩm đồi trụy bị xử lý gì","Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,"Truy cập, sử dụng các sản phẩm đồi trụy bị xử lý ra sao","Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia các hoạt động mê tín dị đoan trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia các hoạt động mê tín dị đoan trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia các hoạt động mê tín dị đoan trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia hoạt động tôn giáo trái phép trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia hoạt động tôn giáo trái phép trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Tham gia hoạt động tôn giáo trái phép trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Khiển trách, lần 2 - Cảnh cáo, lần 3 - Cảnh cáo lần 2, lần 4 - Đình chỉ học tập có thời hạn, lần 5 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Buôn bán ma túy trong trường bị xử lý như thế nào,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán ma túy trong trường bị xử lý gì,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán ma túy trong trường bị xử lý ra sao,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Tàng trữ ma túy trong trường bị xử lý như thế nào,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Tàng trữ ma túy trong trường bị xử lý gì,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Tàng trữ ma túy trong trường bị xử lý ra sao,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Lôi kéo người khác sử dụng ma túy bị xử lý như thế nào,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Lôi kéo người khác sử dụng ma túy bị xử lý gì,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Lôi kéo người khác sử dụng ma túy bị xử lý ra sao,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Vận chuyển ma túy bị xử lý như thế nào,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Vận chuyển ma túy bị xử lý gì,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Vận chuyển ma túy bị xử lý ra sao,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Sử dụng ma túy trong trường bị xử lý như thế nào,Hình thức xử lý: Xử lý theo qui định về xử lý sinh viên liên quan đến ma túy 
,Sử dụng ma túy trong trường bị xử lý gì,Hình thức xử lý: Xử lý theo qui định về xử lý sinh viên liên quan đến ma túy 
,Sử dụng ma túy trong trường bị xử lý ra sao,Hình thức xử lý: Xử lý theo qui định về xử lý sinh viên liên quan đến ma túy 
,Buôn bán vũ khí trong trường bị xử lý như thế nào,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán vũ khí trong trường bị xử lý gì,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán vũ khí trong trường bị xử lý ra sao,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán chất nổ trong trường bị xử lý như thế nào,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán chất nổ trong trường bị xử lý gì,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán chất nổ trong trường bị xử lý ra sao,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán hàng cấm trong trường bị xử lý như thế nào,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán hàng cấm trong trường bị xử lý gì,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán hàng cấm trong trường bị xử lý ra sao,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán chất dễ cháy trong trường bị xử lý như thế nào,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán chất dễ cháy trong trường bị xử lý gì,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Buôn bán chất dễ cháy trong trường bị xử lý ra sao,"Hình thức xử lý: Buộc thôi học, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,"Kích động, lôi kéo người khác biểu tình trong trường bị xử lý như thế nào","Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,"Kích động, lôi kéo người khác biểu tình trong trường bị xử lý gì ","Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,"Kích động, lôi kéo người khác biểu tình trong trường bị xử lý ra sao","Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Viết truyền đơn trái pháp luật trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Viết truyền đơn trái pháp luật trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Viết truyền đơn trái pháp luật trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Viết áp phích trái pháp luật trong trường bị xử lý như thế nào,"Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Viết áp phích trái pháp luật trong trường bị xử lý gì,"Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,Viết áp phích trái pháp luật trong trường bị xử lý ra sao,"Hình thức xử lý: Lần 1 - Đình chỉ học tập có thời hạn, lần 2 - Buộc thôi học; Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật "
,"Đăng tải bài viết có nội dung dung tục, bạo lực trên mạng internet bị xử lý như thế nào","Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,"Đăng tải bài viết có nội dung dung tục, bạo lực trên mạng internet bị xử lý gì","Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,"Đăng tải bài viết có nội dung dung tục, bạo lực trên mạng internet bị xử lý ra sao","Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đăng tải hình ảnh có nội dung đồi trụy trên mạng internet bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đăng tải hình ảnh có nội dung đồi trụy trên mạng internet bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đăng tải hình ảnh có nội dung đồi trụy trên mạng internet bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đăng tải bài viết có nội dung chống phá đảng và nhà nước bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đăng tải bài viết có nội dung chống phá đảng và nhà nước bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Đăng tải bài viết có nội dung chống phá đảng và nhà nước bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Xúc phạm danh dự của cá nhân bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Xúc phạm danh dự của cá nhân bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Xúc phạm danh dự của cá nhân bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Xúc phạm uy tín của tổ chức trên mạng internet bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Xúc phạm uy tín của tổ chức trên mạng internet bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Xúc phạm uy tín của tổ chức trên mạng internet bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Xúc phạm nhân phẩm của cá nhân trên mạng internet bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Xúc phạm nhân phẩm của cá nhân trên mạng internet bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Xúc phạm nhân phẩm của cá nhân trên mạng internet bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học. Nếu nghiêm trọng, giao cho cơ quan chức năng xử lý theo qui định của pháp luật"
,Vi phạm pháp luật và có văn bản của cơ quan chức năng gửi về trường yêu cầu nhà trường xử lý bị xử lý như thế nào,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học."
,Vi phạm pháp luật và có văn bản của cơ quan chức năng gửi về trường yêu cầu nhà trường xử lý bị xử lý gì,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học."
,Vi phạm pháp luật và có văn bản của cơ quan chức năng gửi về trường yêu cầu nhà trường xử lý bị xử lý ra sao,"Hình thức xử lý: Tùy theo mức độ, xử lý từ khiển trách đến buộc thôi học."
Khác,Slogan của TDTU là gì,"Từ nơi đây, ánh sáng sẽ chiếu đến khắp nơi trong vũ trụ (Light from here shall illuminate the entire universe)"
,Slogan của tôn đức thắng là gì,"Từ nơi đây, ánh sáng sẽ chiếu đến khắp nơi trong vũ trụ (Light from here shall illuminate the entire universe)"
,Slogan của trường tôn đức thắng là gì ,"Từ nơi đây, ánh sáng sẽ chiếu đến khắp nơi trong vũ trụ (Light from here shall illuminate the entire universe)"
,Slogan của TDT là gì,"Từ nơi đây, ánh sáng sẽ chiếu đến khắp nơi trong vũ trụ (Light from here shall illuminate the entire universe)"
,Linh vật của TDTU là gì,Họ mèo thông thái (The wise cat)
,Linh vật của tôn đức thắng là gì,Họ mèo thông thái (The wise cat)
,Linh vật của trường tôn đức thắng là gì ,Họ mèo thông thái (The wise cat)
,Linh vật của TDT là gì,Họ mèo thông thái (The wise cat)
,Mascot của TDTU là gì,Họ mèo thông thái (The wise cat)
,Mascot của tôn đức thắng là gì,Họ mèo thông thái (The wise cat)
,Mascot của trường tôn đức thắng là gì ,Họ mèo thông thái (The wise cat)
,Mascot của TDT là gì,Họ mèo thông thái (The wise cat)
,"Đặc điểm nhận diện giảng viên, viên chức TDTU",Công bằng - Hiệu quả - Phụng sự
,"Đặc điểm nhận diện giảng viên, viên chức TDTU là gì",Công bằng - Hiệu quả - Phụng sự
,Đặc điểm nhận diện sinh viên TDTU,Kỷ luật - Lễ phép - Chuyên nghiệp - Sáng tạo - Phụng sự
,Đặc điểm nhận diện sinh viên TDTU là gì,Kỷ luật - Lễ phép - Chuyên nghiệp - Sáng tạo - Phụng sự
